0,001;0
0,021;0,004
0,031;0,012
0,041;0,024
0,051;0,034
0,061;0,044
0,071;0,056
0,081;0,066
0,091;0,076
0,101;0,087
0,111;0,097
0,121;0,107
0,131;0,121
0,141;0,129
0,151;0,136
0,161;0,148
0,171;0,156
0,181;0,164
0,191;0,181
0,201;0,196
0,211;0,204
0,221;0,212
0,231;0,228
0,241;0,23
0,251;0,239
0,261;0,058
0,271;0,009
0,281;0,003
0,291;-0,001
0,301;0,002
0,311;0,003
0,321;0,005
0,331;0
0,341;0,005
0,351;0,001
0,361;0,002
0,371;0,004
0,381;0,003
0,391;0,001
0,401;0,005
0,411;0,003
0,421;0,003
0,431;0,002
0,441;0,005
0,451;0,003
0,461;0,003
0,471;0,002
0,481;0,003
0,491;0
0,501;0,006
0,511;0,001
0,521;0,003
0,531;0,001
0,541;0,004
0,551;0,001
0,561;0,004
0,571;0,003
0,581;0,006
0,591;0,001
0,601;0,006
0,611;0,002
0,621;0,004
0,631;0,002
0,641;0,005
0,651;0,001
0,661;0,006
0,671;0,002
0,681;0,006
0,691;0,001
0,701;0,008
0,711;0,002
0,721;0,003
0,731;0,004
0,741;0,005
0,751;0
0,761;0,004
0,771;0,001
0,781;0,004
0,791;0,004
0,801;0,005
0,811;0,002
0,821;0,002
0,831;0,006
0,841;0,004
0,851;0,001
0,861;0,003
0,871;0,002
0,881;0,003
0,891;0,003
0,901;0,002
0,911;0,001
0,921;0,001
0,931;0,004
0,941;0,002
0,951;-0,001
0,961;0,003
0,971;0,004
0,981;0,002
0,991;0,006
1,001;0,001
1,011;0,004
1,021;0,002
1,031;0,005
1,041;0,002
1,051;0,003
1,071;0,005
1,081;-0,001
1,091;0,005
1,101;0,002
1,111;0,003
1,121;0,004
1,131;0,004
1,141;0,001
1,151;0,004
1,161;0,003
1,171;0,003
1,181;0,001
1,191;0,006
1,201;0,003
1,211;0,003
1,221;0,002
1,231;0,004
1,241;0
1,251;0,006
1,261;0
1,271;0,003
1,281;0,002
1,291;0,004
1,301;0
1,311;0,004
1,321;0,003
1,331;0,006
1,341;0,001
1,351;0,006
1,361;0,002
1,371;0,004
1,381;0,003
1,391;0,004
1,401;0
1,411;0,005
1,421;0,002
1,431;0,005
1,441;0,001
1,451;0,008
1,461;0,002
1,471;0,002
1,481;0,002
1,491;0,005
1,501;0,001
1,511;0,004
1,521;0,001
1,531;0,004
1,541;0,003
1,551;0,004
1,561;0,002
1,571;0,002
1,581;0,006
1,591;0,004
1,601;0,001
1,611;0,003
1,621;0,002
1,631;0,003
1,641;0,004
1,651;0,002
1,661;0,001
1,671;0,001
1,681;0,005
1,691;0,002
1,701;-0,001
1,711;0,003
1,721;0,004
1,731;0,001
1,741;0,005
1,751;0,002
1,761;0,004
1,771;0,002
1,781;0,004
1,791;0,001
1,801;0,002
1,811;0,003
1,821;0,005
1,831;-0,001
1,841;0,006
1,851;0,001
1,861;0,002
1,871;0,004
1,881;0,003
1,891;0,002
1,901;0,005
1,911;0,004
1,931;0,002
1,941;0,006
1,951;0,004
1,961;0,004
1,971;0,003
1,981;0,006
1,991;0,001
2,001;0,007
2,011;0,002
2,021;0,005
2,031;0,003
2,041;0,006
2,051;0,002
2,061;0,006
2,071;0,005
2,081;0,008
2,091;0,003
2,101;0,008
2,111;0,004
2,121;0,006
2,131;0,005
2,141;0,007
2,151;0,004
2,161;0,008
2,171;0,004
2,181;0,009
2,191;0,004
2,201;0,012
2,211;0,005
2,221;0,005
2,231;0,006
2,241;0,008
2,251;0,004
2,261;0,008
2,271;0,006
2,281;0,008
2,291;0,006
2,301;0,009
2,311;0,006
2,321;0,006
2,331;0,011
2,341;0,009
2,351;0,006
2,361;0,008
2,371;0,007
2,381;0,008
2,391;0,008
2,401;0,008
2,411;0,006
2,421;0,007
2,431;0,01
2,441;0,008
2,451;0,004
2,461;0,009
2,471;0,009
2,481;0,007
2,491;0,011
2,501;0,007
2,511;0,009
2,521;0,007
2,531;0,01
2,541;0,006
2,551;0,008
2,561;0,009
2,571;0,01
2,581;0,004
2,591;0,01
2,601;0,006
2,611;0,007
2,621;0,008
2,631;0,008
2,641;0,006
2,651;0,01
2,661;0,009
2,671;0,007
2,681;0,005
2,691;0,01
2,701;0,008
2,711;0,007
2,721;0,008
2,731;0,01
2,741;0,006
2,751;0,012
2,761;0,006
2,771;0,008
2,781;0,007
2,791;0,009
2,801;0,005
2,811;0,009
2,821;0,007
2,831;0,01
2,841;0,006
2,851;0,011
2,861;0,007
2,871;0,008
2,881;0,007
2,891;0,009
2,901;0,005
2,911;0,01
2,921;0,007
2,931;0,01
2,941;0,006
2,951;0,013
2,961;0,007
2,971;0,008
2,981;0,008
2,991;0,009
3,001;0,005
3,011;0,01
3,021;0,006
3,031;0,009
3,041;0,008
3,051;0,011
3,061;0,008
3,071;0,007
3,081;0,01
3,091;0,009
3,101;0,006
3,111;0,009
3,121;0,007
3,131;0,008
3,141;0,009
3,151;0,008
3,161;0,006
3,171;0,007
3,181;0,009
3,191;0,007
3,201;0,004
3,211;0,008
3,221;0,009
3,231;0,006
3,241;0,01
3,251;0,006
3,261;0,008
3,271;0,006
3,281;0,01
3,291;0,006
3,301;0,008
3,321;0,009
3,331;0,004
